30,590
,
27.2,580
,
32,611
,
37.2,590
,
46.8,610
,
57,612
,
58.2,612
,
46,639
,
47.6,610
,
54.2,613
,
58.8,609
,
58.8,610
,
59,610
,
58.6,609
,
54.2,578
,
31.4,612
,
47.4,572
,
27,580
,
27,587
,
35.6,614
,
56.2,608
,
60,586
,
60,586
,
52.8,589
,
34.8,588
,
27,588
,
27.2,587
,
27,576
,
32.6,590
,
56.4,571
,
60,585
,
59.4,585
,
34,583
,
27,615
,
27,587
,
27,585
,
60.8,589
,
60.8,587
,
49,585
,
40.6,579
,
31.2,659
,
30.2,587
,
30,585
,
27.6,585
,
36.4,578
,
54.2,586
,
39.4,580
,
49.4,585
,
47.4,587
,
60.6,586
,
60.8,586
,
60.8,582
,
60.6,587
,
60.6,587
,
60.4,613
,
61.2,586
,
52.8,586
,
61.8,587
,
62.2,587
,
62,587
,
62.4,585
,
62.6,586
,
62.6,588
,
62.6,562
,
62.6,587
,
62.2,561
,
62,587
,
62,585
,
62,581
,
59.2,581
,
51.4,593
,
44.6,587
,
51.8,589
,
62.2,619
,
61.6,587
,
61.8,590
,
27.4,553
,
27.8,613
,
55,563
,
62.8,592
,
63.4,560
,
63,586
,
63.2,553
,
63,552
,
53.2,547
,
46,560
,
58.8,561
,
63.6,562
,
41.8,552
,
30.8,563
,
27.6,562
,
28.2,559
,
32.4,561
,
55.6,578
,
63.4,563
,
63.2,589
,
64,550
,
64.4,562
,
57.6,561
,
54.4,558
,
48,555
,
59.8,549
,
64,563
,
63.8,596
,
55.6,594
,
61.4,551
,
63.8,558
,
64,553
,
64,597
,
64,560
,
64,560
,
64,563
,
64,560
,
64,562
,
64,592
,
64,563
,
57.8,548
,
64.2,551
,
65.4,562
,
65.2,562
,
64.6,594
,
57.6,560
,
53,595
,
58.4,553
,
58.8,554
,
64.8,560
,
65.2,550
,
65.4,557
,
43.6,561
,
40.6,555
,
29,563
,
31,563
,
45.4,562
,
64,551
,
66,562
,
64.6,559
,
66.6,550
,
66.2,563
,
47.8,551
,
35.2,550
,
32,594
,
31.4,592
,
48.4,563
,
66,587
,
66.4,594
,
62.4,595
,
36.6,562
,
32.8,596
,
43.6,551
,
60.2,561
,
66.2,594
,
66.2,587
,
66,593
,
47.4,562
,
35.2,561
,
40.2,563
,
37.2,530
,
45.4,556
,
54.2,542
,
64.2,538
,
41.4,538
,
48,544
,
50.8,542
,
64,523
,
66.8,537
,
66.2,529
,
48,545
,
43.6,541
,
35.2,541
,
34.2,542
,
37,539
,
54.8,527
,
59.6,538
,
39.2,550
,
28.2,566
,
27,537
,
50,542
,
37.2,540
,
36.4,541
,
36.8,541
,
55.4,542
,
67.8,572
,
68.2,540
,
68.4,537
,
39.6,528
,
28.4,541
,
27,538
,
36.4,574
,
68,541
,
68,538
,
66.2,538
,
37.8,539
,
35.6,548
,
35.8,538
,
36,544
,
40,536
,
56.2,540
,
40,541
,
35,537
,
40.2,531
,
45.4,573
,
68,539
,
69.4,529
,
69,533
,
69,536
,
69,658
,
69.6,541
,
68.6,543
,
68,540
,
59.8,528
,
44.8,537
,
61.8,541
,
53.8,572
,
54.6,530
,
47.2,527
,
46.6,540
,
61.4,538
,
70,568
,
70.6,540
,
70,526
,
69,544
,
70,541
,
70,542
,
70.2,529
,
69.8,539
,
69.6,539
,
63.8,535
,
67.8,531
,
65.4,538
,
70,539
,
70.6,567
,
69.6,540
,
70.2,539
,
69.6,538
,
69.6,539
,
70.2,536
